"til_names","CodeNames","CodeNums","FullNames","Names","Depths","counts","Sums"
"AC","AC",68,"\iAcaena","85",85,0,"W"
"AC","AC",68,"\iAcaena","90",90,0,"W"
"AC","AC",68,"\iAcaena","95",95,0,"W"
"AC","AC",68,"\iAcaena","100",100,0,"W"
"AC","AC",68,"\iAcaena","105",105,0,"W"
"AC","AC",68,"\iAcaena","110",110,0,"W"
"AC","AC",68,"\iAcaena","115",115,0,"W"
"AC","AC",68,"\iAcaena","120",120,0,"W"
"AC","AC",68,"\iAcaena","125",125,0,"W"
"AC","AC",68,"\iAcaena","130",130,1,"W"
"AC","AC",68,"\iAcaena","135",135,0,"W"
"AC","AC",68,"\iAcaena","140",140,0,"W"
"AN","AN",69,"\iAciphylla\i type","10",10,0,"W"
"AN","AN",69,"\iAciphylla\i type","30",30,1,"W"
"AN","AN",69,"\iAciphylla\i type","40",40,1,"W"
"AN","AN",69,"\iAciphylla\i type","45",45,1,"W"
"AN","AN",69,"\iAciphylla\i type","50",50,1,"W"
"AN","AN",69,"\iAciphylla\i type","55",55,0,"W"
"AN","AN",69,"\iAciphylla\i type","60",60,0,"W"
"AN","AN",69,"\iAciphylla\i type","65",65,0,"W"
"AN","AN",69,"\iAciphylla\i type","70",70,0,"W"
"AN","AN",69,"\iAciphylla\i type","75",75,0,"W"
"AN","AN",69,"\iAciphylla\i type","80",80,0,"W"
"AN","AN",69,"\iAciphylla\i type","85",85,0,"W"
"AN","AN",69,"\iAciphylla\i type","90",90,0,"W"
"AN","AN",69,"\iAciphylla\i type","95",95,0,"W"
"AN","AN",69,"\iAciphylla\i type","100",100,0,"W"
"AN","AN",69,"\iAciphylla\i type","105",105,0,"W"
"AN","AN",69,"\iAciphylla\i type","110",110,0,"W"
"AN","AN",69,"\iAciphylla\i type","115",115,0,"W"
"AN","AN",69,"\iAciphylla\i type","120",120,0,"W"
"AN","AN",69,"\iAciphylla\i type","125",125,0,"W"
"AN","AN",69,"\iAciphylla\i type","130",130,1,"W"
"AN","AN",69,"\iAciphylla\i type","135",135,0,"W"
"AN","AN",69,"\iAciphylla\i type","140",140,0,"W"
"AS","AS",70,"\iAstelia","10",10,0,"W"
"AS","AS",70,"\iAstelia","30",30,0,"W"
"AS","AS",70,"\iAstelia","40",40,0,"W"
"AS","AS",70,"\iAstelia","45",45,0,"W"
"AS","AS",70,"\iAstelia","50",50,0,"W"
"AS","AS",70,"\iAstelia","55",55,0,"W"
"AS","AS",70,"\iAstelia","60",60,0,"W"
"AS","AS",70,"\iAstelia","65",65,0,"W"
"AS","AS",70,"\iAstelia","70",70,0,"W"
"AS","AS",70,"\iAstelia","75",75,0,"W"
"AS","AS",70,"\iAstelia","80",80,0,"W"
"AS","AS",70,"\iAstelia","85",85,0,"W"
"AS","AS",70,"\iAstelia","90",90,0.100000001490116,"W"
"AS","AS",70,"\iAstelia","95",95,0,"W"
"AS","AS",70,"\iAstelia","100",100,0,"W"
"AS","AS",70,"\iAstelia","105",105,0,"W"
"AS","AS",70,"\iAstelia","110",110,0,"W"
"AS","AS",70,"\iAstelia","115",115,1,"W"
"AS","AS",70,"\iAstelia","120",120,0,"W"
"AS","AS",70,"\iAstelia","125",125,0,"W"
"AS","AS",70,"\iAstelia","130",130,0,"W"
"AS","AS",70,"\iAstelia","135",135,1,"W"
"AS","AS",70,"\iAstelia","140",140,0,"W"
"BU","BU",71,"\iBulbinella","10",10,0,"W"
"BU","BU",71,"\iBulbinella","30",30,0,"W"
"BU","BU",71,"\iBulbinella","40",40,0,"W"
"BU","BU",71,"\iBulbinella","45",45,0,"W"
"BU","BU",71,"\iBulbinella","50",50,0,"W"
"BU","BU",71,"\iBulbinella","55",55,0,"W"
"BU","BU",71,"\iBulbinella","60",60,0,"W"
"BU","BU",71,"\iBulbinella","65",65,0,"W"
"BU","BU",71,"\iBulbinella","70",70,0,"W"
"BU","BU",71,"\iBulbinella","75",75,0,"W"
"BU","BU",71,"\iBulbinella","80",80,0,"W"
"BU","BU",71,"\iBulbinella","85",85,0,"W"
"BU","BU",71,"\iBulbinella","90",90,0,"W"
"BU","BU",71,"\iBulbinella","95",95,0,"W"
"BU","BU",71,"\iBulbinella","100",100,0,"W"
"BU","BU",71,"\iBulbinella","105",105,0,"W"
"BU","BU",71,"\iBulbinella","110",110,0,"W"
"BU","BU",71,"\iBulbinella","115",115,0,"W"
"BU","BU",71,"\iBulbinella","120",120,0,"W"
"BU","BU",71,"\iBulbinella","125",125,0,"W"
"BU","BU",71,"\iBulbinella","130",130,0,"W"
"BU","BU",71,"\iBulbinella","135",135,0,"W"
"BU","BU",71,"\iBulbinella","140",140,0,"W"
"CV","CV",72,"\iCentella","10",10,0,"W"
"CV","CV",72,"\iCentella","30",30,0,"W"
"CV","CV",72,"\iCentella","40",40,0,"W"
"CV","CV",72,"\iCentella","45",45,0,"W"
"CV","CV",72,"\iCentella","50",50,0,"W"
"CV","CV",72,"\iCentella","55",55,0,"W"
"CV","CV",72,"\iCentella","60",60,0,"W"
"CV","CV",72,"\iCentella","65",65,0,"W"
"CV","CV",72,"\iCentella","70",70,0,"W"
"CV","CV",72,"\iCentella","75",75,0,"W"
"CV","CV",72,"\iCentella","80",80,0,"W"
"CV","CV",72,"\iCentella","85",85,0,"W"
"CV","CV",72,"\iCentella","90",90,0,"W"
"CV","CV",72,"\iCentella","95",95,0,"W"
"CV","CV",72,"\iCentella","100",100,0,"W"
"CV","CV",72,"\iCentella","105",105,0,"W"
"CV","CV",72,"\iCentella","110",110,0,"W"
"CV","CV",72,"\iCentella","115",115,0,"W"
"CV","CV",72,"\iCentella","120",120,0,"W"
"CV","CV",72,"\iCentella","125",125,0,"W"
"CV","CV",72,"\iCentella","130",130,0,"W"
"CV","CV",72,"\iCentella","135",135,0,"W"
"CV","CV",72,"\iCentella","140",140,0,"W"
"CH","CH",73,"Chenopodiaceae","10",10,0,"W"
"CH","CH",73,"Chenopodiaceae","30",30,0,"W"
"CH","CH",73,"Chenopodiaceae","40",40,0,"W"
"CH","CH",73,"Chenopodiaceae","45",45,0,"W"
"CH","CH",73,"Chenopodiaceae","50",50,1,"W"
"CH","CH",73,"Chenopodiaceae","55",55,0,"W"
"CH","CH",73,"Chenopodiaceae","60",60,0,"W"
"CH","CH",73,"Chenopodiaceae","65",65,0,"W"
"CH","CH",73,"Chenopodiaceae","70",70,0,"W"
"CH","CH",73,"Chenopodiaceae","75",75,0,"W"
"CH","CH",73,"Chenopodiaceae","80",80,0,"W"
"CH","CH",73,"Chenopodiaceae","85",85,0,"W"
"CH","CH",73,"Chenopodiaceae","90",90,0,"W"
"CH","CH",73,"Chenopodiaceae","95",95,0,"W"
"CH","CH",73,"Chenopodiaceae","100",100,0,"W"
"CH","CH",73,"Chenopodiaceae","105",105,0,"W"
"CH","CH",73,"Chenopodiaceae","110",110,0,"W"
"CH","CH",73,"Chenopodiaceae","115",115,0,"W"
"CH","CH",73,"Chenopodiaceae","120",120,0,"W"
"CH","CH",73,"Chenopodiaceae","125",125,1,"W"
"CH","CH",73,"Chenopodiaceae","130",130,0.100000001490116,"W"
"CH","CH",73,"Chenopodiaceae","135",135,0,"W"
"CH","CH",73,"Chenopodiaceae","140",140,1,"W"
"CB","CB",74,"\iColobanthus","10",10,0,"W"
"CB","CB",74,"\iColobanthus","30",30,0,"W"
"CB","CB",74,"\iColobanthus","40",40,0,"W"
"CB","CB",74,"\iColobanthus","45",45,0,"W"
"CB","CB",74,"\iColobanthus","50",50,0,"W"
"CB","CB",74,"\iColobanthus","55",55,0,"W"
"CB","CB",74,"\iColobanthus","60",60,0,"W"
"CB","CB",74,"\iColobanthus","65",65,0,"W"
"CB","CB",74,"\iColobanthus","70",70,0,"W"
"CB","CB",74,"\iColobanthus","75",75,0,"W"
"CB","CB",74,"\iColobanthus","80",80,0,"W"
"CB","CB",74,"\iColobanthus","85",85,0,"W"
"CB","CB",74,"\iColobanthus","90",90,0,"W"
"CB","CB",74,"\iColobanthus","95",95,0,"W"
"CB","CB",74,"\iColobanthus","100",100,0,"W"
"CB","CB",74,"\iColobanthus","105",105,0,"W"
"CB","CB",74,"\iColobanthus","110",110,0,"W"
"CB","CB",74,"\iColobanthus","115",115,0,"W"
"CB","CB",74,"\iColobanthus","120",120,0,"W"
"CB","CB",74,"\iColobanthus","125",125,0,"W"
"CB","CB",74,"\iColobanthus","130",130,0,"W"
"CB","CB",74,"\iColobanthus","135",135,0,"W"
"CB","CB",74,"\iColobanthus","140",140,0,"W"
"TA","TA",75,"\iTaraxacum\i type","10",10,1,"H"
"TA","TA",75,"\iTaraxacum\i type","30",30,0.100000001490116,"H"
"TA","TA",75,"\iTaraxacum\i type","40",40,0,"H"
"TA","TA",75,"\iTaraxacum\i type","45",45,0,"H"
"TA","TA",75,"\iTaraxacum\i type","50",50,0,"H"
"TA","TA",75,"\iTaraxacum\i type","55",55,0,"H"
"TA","TA",75,"\iTaraxacum\i type","60",60,0,"H"
"TA","TA",75,"\iTaraxacum\i type","65",65,0,"H"
"TA","TA",75,"\iTaraxacum\i type","70",70,0,"H"
"TA","TA",75,"\iTaraxacum\i type","75",75,0,"H"
"TA","TA",75,"\iTaraxacum\i type","80",80,0,"H"
"TA","TA",75,"\iTaraxacum\i type","85",85,0,"H"
"TA","TA",75,"\iTaraxacum\i type","90",90,0,"H"
"TA","TA",75,"\iTaraxacum\i type","95",95,0,"H"
"TA","TA",75,"\iTaraxacum\i type","100",100,0,"H"
"TA","TA",75,"\iTaraxacum\i type","105",105,0,"H"
"TA","TA",75,"\iTaraxacum\i type","110",110,0,"H"
"TA","TA",75,"\iTaraxacum\i type","115",115,0,"H"
"TA","TA",75,"\iTaraxacum\i type","120",120,0,"H"
"TA","TA",75,"\iTaraxacum\i type","125",125,0.100000001490116,"H"
"TA","TA",75,"\iTaraxacum\i type","130",130,0,"H"
"TA","TA",75,"\iTaraxacum\i type","135",135,0,"H"
"TA","TA",75,"\iTaraxacum\i type","140",140,0,"H"
"lp","lp",76,"\iLeptinella","10",10,0,"H"
"lp","lp",76,"\iLeptinella","30",30,0,"H"
"lp","lp",76,"\iLeptinella","40",40,0,"H"
"lp","lp",76,"\iLeptinella","45",45,0,"H"
"lp","lp",76,"\iLeptinella","50",50,0,"H"
"lp","lp",76,"\iLeptinella","55",55,0,"H"
"lp","lp",76,"\iLeptinella","60",60,0,"H"
"lp","lp",76,"\iLeptinella","65",65,0,"H"
"lp","lp",76,"\iLeptinella","70",70,0,"H"
"lp","lp",76,"\iLeptinella","75",75,0,"H"
"lp","lp",76,"\iLeptinella","80",80,0,"H"
"lp","lp",76,"\iLeptinella","85",85,0,"H"
"lp","lp",76,"\iLeptinella","90",90,0,"H"
"lp","lp",76,"\iLeptinella","95",95,0,"H"
"lp","lp",76,"\iLeptinella","100",100,0,"H"
"lp","lp",76,"\iLeptinella","105",105,0,"H"
"lp","lp",76,"\iLeptinella","110",110,0,"H"
"lp","lp",76,"\iLeptinella","115",115,0,"H"
"lp","lp",76,"\iLeptinella","120",120,0,"H"
"lp","lp",76,"\iLeptinella","125",125,0,"H"
"lp","lp",76,"\iLeptinella","130",130,0,"H"
"lp","lp",76,"\iLeptinella","135",135,0,"H"
"lp","lp",76,"\iLeptinella","140",140,0,"H"
"BR","BR",77,"Brassicaeae","10",10,0,"W"
"BR","BR",77,"Brassicaeae","30",30,0,"W"
"BR","BR",77,"Brassicaeae","40",40,0,"W"
"BR","BR",77,"Brassicaeae","45",45,0,"W"
"BR","BR",77,"Brassicaeae","50",50,0,"W"
"BR","BR",77,"Brassicaeae","55",55,0,"W"
"BR","BR",77,"Brassicaeae","60",60,0,"W"
"BR","BR",77,"Brassicaeae","65",65,0,"W"
"BR","BR",77,"Brassicaeae","70",70,0,"W"
"BR","BR",77,"Brassicaeae","75",75,0,"W"
"BR","BR",77,"Brassicaeae","80",80,0,"W"
"BR","BR",77,"Brassicaeae","85",85,0,"W"
"BR","BR",77,"Brassicaeae","90",90,0,"W"
"BR","BR",77,"Brassicaeae","95",95,0,"W"
"BR","BR",77,"Brassicaeae","100",100,0,"W"
"BR","BR",77,"Brassicaeae","105",105,0,"W"
"BR","BR",77,"Brassicaeae","110",110,0,"W"
"BR","BR",77,"Brassicaeae","115",115,0,"W"
"BR","BR",77,"Brassicaeae","120",120,1,"W"
"BR","BR",77,"Brassicaeae","125",125,0,"W"
"BR","BR",77,"Brassicaeae","130",130,0,"W"
"BR","BR",77,"Brassicaeae","135",135,0,"W"
"BR","BR",77,"Brassicaeae","140",140,0,"W"
"KT","KT",78,"\iCaltha","10",10,0,"W"
"KT","KT",78,"\iCaltha","30",30,0,"W"
"KT","KT",78,"\iCaltha","40",40,0,"W"
"KT","KT",78,"\iCaltha","45",45,0,"W"
"KT","KT",78,"\iCaltha","50",50,0,"W"
"KT","KT",78,"\iCaltha","55",55,0,"W"
"KT","KT",78,"\iCaltha","60",60,0,"W"
"KT","KT",78,"\iCaltha","65",65,0,"W"
"KT","KT",78,"\iCaltha","70",70,0,"W"
"KT","KT",78,"\iCaltha","75",75,0,"W"
"KT","KT",78,"\iCaltha","80",80,0,"W"
"KT","KT",78,"\iCaltha","85",85,0,"W"
"KT","KT",78,"\iCaltha","90",90,0,"W"
"KT","KT",78,"\iCaltha","95",95,0,"W"
"KT","KT",78,"\iCaltha","100",100,0,"W"
"KT","KT",78,"\iCaltha","105",105,0,"W"
"KT","KT",78,"\iCaltha","110",110,0,"W"
"KT","KT",78,"\iCaltha","115",115,0,"W"
"KT","KT",78,"\iCaltha","120",120,0,"W"
"KT","KT",78,"\iCaltha","125",125,0,"W"
"KT","KT",78,"\iCaltha","130",130,0,"W"
"KT","KT",78,"\iCaltha","135",135,0,"W"
"KT","KT",78,"\iCaltha","140",140,0,"W"
"da","da",79,"\iDrosera arcturii","10",10,0,"W"
"da","da",79,"\iDrosera arcturii","30",30,0,"W"
"da","da",79,"\iDrosera arcturii","40",40,0,"W"
"da","da",79,"\iDrosera arcturii","45",45,0,"W"
"da","da",79,"\iDrosera arcturii","50",50,0,"W"
"da","da",79,"\iDrosera arcturii","55",55,0,"W"
"da","da",79,"\iDrosera arcturii","60",60,0,"W"
"da","da",79,"\iDrosera arcturii","65",65,0,"W"
"da","da",79,"\iDrosera arcturii","70",70,0,"W"
"da","da",79,"\iDrosera arcturii","75",75,0,"W"
"da","da",79,"\iDrosera arcturii","80",80,0,"W"
"da","da",79,"\iDrosera arcturii","85",85,0,"W"
"da","da",79,"\iDrosera arcturii","90",90,0,"W"
"da","da",79,"\iDrosera arcturii","95",95,0,"W"
"da","da",79,"\iDrosera arcturii","100",100,0,"W"
"da","da",79,"\iDrosera arcturii","105",105,0,"W"
"da","da",79,"\iDrosera arcturii","110",110,0.100000001490116,"W"
"da","da",79,"\iDrosera arcturii","115",115,0,"W"
"da","da",79,"\iDrosera arcturii","120",120,0.100000001490116,"W"
"da","da",79,"\iDrosera arcturii","125",125,0.100000001490116,"W"
"da","da",79,"\iDrosera arcturii","130",130,0.100000001490116,"W"
"da","da",79,"\iDrosera arcturii","135",135,0,"W"
"da","da",79,"\iDrosera arcturii","140",140,0,"W"
"DB","DB",80,"\iDrosera binata\i type","10",10,0,"W"
"DB","DB",80,"\iDrosera binata\i type","30",30,0,"W"
"DB","DB",80,"\iDrosera binata\i type","40",40,0,"W"
"DB","DB",80,"\iDrosera binata\i type","45",45,0,"W"
"DB","DB",80,"\iDrosera binata\i type","50",50,0,"W"
"DB","DB",80,"\iDrosera binata\i type","55",55,0,"W"
"DB","DB",80,"\iDrosera binata\i type","60",60,0,"W"
"DB","DB",80,"\iDrosera binata\i type","65",65,0,"W"
"DB","DB",80,"\iDrosera binata\i type","70",70,0,"W"
"DB","DB",80,"\iDrosera binata\i type","75",75,0,"W"
"DB","DB",80,"\iDrosera binata\i type","80",80,0,"W"
"DB","DB",80,"\iDrosera binata\i type","85",85,0,"W"
"DB","DB",80,"\iDrosera binata\i type","90",90,0,"W"
"DB","DB",80,"\iDrosera binata\i type","95",95,0,"W"
"DB","DB",80,"\iDrosera binata\i type","100",100,0,"W"
"DB","DB",80,"\iDrosera binata\i type","105",105,0,"W"
"DB","DB",80,"\iDrosera binata\i type","110",110,0,"W"
"DB","DB",80,"\iDrosera binata\i type","115",115,0,"W"
"DB","DB",80,"\iDrosera binata\i type","120",120,0,"W"
"DB","DB",80,"\iDrosera binata\i type","125",125,0,"W"
"DB","DB",80,"\iDrosera binata\i type","130",130,0,"W"
"DB","DB",80,"\iDrosera binata\i type","135",135,0,"W"
"DB","DB",80,"\iDrosera binata\i type","140",140,0,"W"
"EP","EP",81,"\iEpilobium","10",10,0,"W"
"EP","EP",81,"\iEpilobium","30",30,0,"W"
"EP","EP",81,"\iEpilobium","40",40,0,"W"
"EP","EP",81,"\iEpilobium","45",45,0,"W"
"EP","EP",81,"\iEpilobium","50",50,0,"W"
"EP","EP",81,"\iEpilobium","55",55,0,"W"
"EP","EP",81,"\iEpilobium","60",60,0,"W"
"EP","EP",81,"\iEpilobium","65",65,0,"W"
"EP","EP",81,"\iEpilobium","70",70,0,"W"
"EP","EP",81,"\iEpilobium","75",75,0,"W"
"EP","EP",81,"\iEpilobium","80",80,0,"W"
"EP","EP",81,"\iEpilobium","85",85,0,"W"
"EP","EP",81,"\iEpilobium","90",90,0,"W"
"EP","EP",81,"\iEpilobium","95",95,0,"W"
"EP","EP",81,"\iEpilobium","100",100,0,"W"
"EP","EP",81,"\iEpilobium","105",105,0,"W"
"EP","EP",81,"\iEpilobium","110",110,0,"W"
"EP","EP",81,"\iEpilobium","115",115,0,"W"
"EP","EP",81,"\iEpilobium","120",120,0,"W"
"EP","EP",81,"\iEpilobium","125",125,0,"W"
"EP","EP",81,"\iEpilobium","130",130,0,"W"
"EP","EP",81,"\iEpilobium","135",135,0,"W"
"EP","EP",81,"\iEpilobium","140",140,0,"W"
"ER","ER",82,"\iEuphrasia","10",10,0,"W"
"ER","ER",82,"\iEuphrasia","30",30,0,"W"
"ER","ER",82,"\iEuphrasia","40",40,0,"W"
"ER","ER",82,"\iEuphrasia","45",45,0,"W"
"ER","ER",82,"\iEuphrasia","50",50,0,"W"
"ER","ER",82,"\iEuphrasia","55",55,0,"W"
"ER","ER",82,"\iEuphrasia","60",60,0,"W"
"ER","ER",82,"\iEuphrasia","65",65,0,"W"
"ER","ER",82,"\iEuphrasia","70",70,0,"W"
"ER","ER",82,"\iEuphrasia","75",75,0,"W"
"ER","ER",82,"\iEuphrasia","80",80,0,"W"
"ER","ER",82,"\iEuphrasia","85",85,0,"W"
"ER","ER",82,"\iEuphrasia","90",90,0,"W"
"ER","ER",82,"\iEuphrasia","95",95,0,"W"
"ER","ER",82,"\iEuphrasia","100",100,0,"W"
"ER","ER",82,"\iEuphrasia","105",105,0,"W"
"ER","ER",82,"\iEuphrasia","110",110,1,"W"
"ER","ER",82,"\iEuphrasia","115",115,1,"W"
"ER","ER",82,"\iEuphrasia","120",120,1,"W"
"ER","ER",82,"\iEuphrasia","125",125,0,"W"
"ER","ER",82,"\iEuphrasia","130",130,0.100000001490116,"W"
"ER","ER",82,"\iEuphrasia","135",135,0,"W"
"ER","ER",82,"\iEuphrasia","140",140,1,"W"
"FO","FO",83,"\iForstera","10",10,0,"W"
"FO","FO",83,"\iForstera","30",30,0,"W"
"FO","FO",83,"\iForstera","40",40,0,"W"
"FO","FO",83,"\iForstera","45",45,0,"W"
"FO","FO",83,"\iForstera","50",50,0,"W"
"FO","FO",83,"\iForstera","55",55,0,"W"
"FO","FO",83,"\iForstera","60",60,0,"W"
"FO","FO",83,"\iForstera","65",65,0,"W"
"FO","FO",83,"\iForstera","70",70,0,"W"
"FO","FO",83,"\iForstera","75",75,0,"W"
"FO","FO",83,"\iForstera","80",80,0,"W"
"FO","FO",83,"\iForstera","85",85,0,"W"
"FO","FO",83,"\iForstera","90",90,0,"W"
"FO","FO",83,"\iForstera","95",95,0,"W"
"FO","FO",83,"\iForstera","100",100,0,"W"
"FO","FO",83,"\iForstera","105",105,0,"W"
"FO","FO",83,"\iForstera","110",110,0,"W"
"FO","FO",83,"\iForstera","115",115,0,"W"
"FO","FO",83,"\iForstera","120",120,0,"W"
"FO","FO",83,"\iForstera","125",125,1,"W"
"FO","FO",83,"\iForstera","130",130,0,"W"
"FO","FO",83,"\iForstera","135",135,0,"W"
"FO","FO",83,"\iForstera","140",140,0,"W"
"GT","GT",84,"\iGentiana","10",10,0,"W"
"GT","GT",84,"\iGentiana","30",30,0,"W"
"GT","GT",84,"\iGentiana","40",40,0,"W"
"GT","GT",84,"\iGentiana","45",45,0,"W"
"GT","GT",84,"\iGentiana","50",50,0,"W"
"GT","GT",84,"\iGentiana","55",55,0,"W"
"GT","GT",84,"\iGentiana","60",60,0,"W"
"GT","GT",84,"\iGentiana","65",65,0,"W"
"GT","GT",84,"\iGentiana","70",70,0,"W"
"GT","GT",84,"\iGentiana","75",75,0,"W"
"GT","GT",84,"\iGentiana","80",80,0,"W"
"GT","GT",84,"\iGentiana","85",85,0,"W"
"GT","GT",84,"\iGentiana","90",90,0,"W"
"GT","GT",84,"\iGentiana","95",95,0,"W"
