"til_names","CodeNames","CodeNums","FullNames","Names","Depths","counts","Sums"
"OP","OP",154,"\iOphioglossum","10",10,0.100000001490116,"F"
"OP","OP",154,"\iOphioglossum","30",30,0.100000001490116,"F"
"OP","OP",154,"\iOphioglossum","40",40,0,"F"
"OP","OP",154,"\iOphioglossum","45",45,1,"F"
"OP","OP",154,"\iOphioglossum","50",50,0.100000001490116,"F"
"OP","OP",154,"\iOphioglossum","55",55,0,"F"
"OP","OP",154,"\iOphioglossum","60",60,0,"F"
"OP","OP",154,"\iOphioglossum","65",65,0,"F"
"OP","OP",154,"\iOphioglossum","70",70,0,"F"
"OP","OP",154,"\iOphioglossum","75",75,0,"F"
"OP","OP",154,"\iOphioglossum","80",80,0,"F"
"OP","OP",154,"\iOphioglossum","85",85,0,"F"
"OP","OP",154,"\iOphioglossum","90",90,0,"F"
"OP","OP",154,"\iOphioglossum","95",95,0,"F"
"OP","OP",154,"\iOphioglossum","100",100,0,"F"
"OP","OP",154,"\iOphioglossum","105",105,0,"F"
"OP","OP",154,"\iOphioglossum","110",110,0,"F"
"OP","OP",154,"\iOphioglossum","115",115,0,"F"
"OP","OP",154,"\iOphioglossum","120",120,0,"F"
"OP","OP",154,"\iOphioglossum","125",125,0,"F"
"OP","OP",154,"\iOphioglossum","130",130,0,"F"
"OP","OP",154,"\iOphioglossum","135",135,0,"F"
"OP","OP",154,"\iOphioglossum","140",140,0,"F"
"PB","PB",155,"\iPaesia scaberula","10",10,0,"F"
"PB","PB",155,"\iPaesia scaberula","30",30,0,"F"
"PB","PB",155,"\iPaesia scaberula","40",40,0,"F"
"PB","PB",155,"\iPaesia scaberula","45",45,0,"F"
"PB","PB",155,"\iPaesia scaberula","50",50,0,"F"
"PB","PB",155,"\iPaesia scaberula","55",55,0,"F"
"PB","PB",155,"\iPaesia scaberula","60",60,0,"F"
"PB","PB",155,"\iPaesia scaberula","65",65,0,"F"
"PB","PB",155,"\iPaesia scaberula","70",70,0,"F"
"PB","PB",155,"\iPaesia scaberula","75",75,0,"F"
"PB","PB",155,"\iPaesia scaberula","80",80,0,"F"
"PB","PB",155,"\iPaesia scaberula","85",85,0,"F"
"PB","PB",155,"\iPaesia scaberula","90",90,0,"F"
"PB","PB",155,"\iPaesia scaberula","95",95,0,"F"
"PB","PB",155,"\iPaesia scaberula","100",100,0.100000001490116,"F"
"PB","PB",155,"\iPaesia scaberula","105",105,0.100000001490116,"F"
"PB","PB",155,"\iPaesia scaberula","110",110,1,"F"
"PB","PB",155,"\iPaesia scaberula","115",115,0,"F"
"PB","PB",155,"\iPaesia scaberula","120",120,0,"F"
"PB","PB",155,"\iPaesia scaberula","125",125,0,"F"
"PB","PB",155,"\iPaesia scaberula","130",130,0,"F"
"PB","PB",155,"\iPaesia scaberula","135",135,0,"F"
"PB","PB",155,"\iPaesia scaberula","140",140,0,"F"
"ID","ID",156,"\iPhymatosorus diversifolius","10",10,0,"F"
"ID","ID",156,"\iPhymatosorus diversifolius","30",30,0,"F"
"ID","ID",156,"\iPhymatosorus diversifolius","40",40,0,"F"
"ID","ID",156,"\iPhymatosorus diversifolius","45",45,1,"F"
"ID","ID",156,"\iPhymatosorus diversifolius","50",50,0,"F"
"ID","ID",156,"\iPhymatosorus diversifolius","55",55,0,"F"
"ID","ID",156,"\iPhymatosorus diversifolius","60",60,0,"F"
"ID","ID",156,"\iPhymatosorus diversifolius","65",65,0,"F"
"ID","ID",156,"\iPhymatosorus diversifolius","70",70,0,"F"
"ID","ID",156,"\iPhymatosorus diversifolius","75",75,0,"F"
"ID","ID",156,"\iPhymatosorus diversifolius","80",80,0,"F"
"ID","ID",156,"\iPhymatosorus diversifolius","85",85,0,"F"
"ID","ID",156,"\iPhymatosorus diversifolius","90",90,0,"F"
"ID","ID",156,"\iPhymatosorus diversifolius","95",95,0,"F"
"ID","ID",156,"\iPhymatosorus diversifolius","100",100,0,"F"
"ID","ID",156,"\iPhymatosorus diversifolius","105",105,1,"F"
"ID","ID",156,"\iPhymatosorus diversifolius","110",110,0,"F"
"ID","ID",156,"\iPhymatosorus diversifolius","115",115,0,"F"
"ID","ID",156,"\iPhymatosorus diversifolius","120",120,0,"F"
"ID","ID",156,"\iPhymatosorus diversifolius","125",125,0,"F"
"ID","ID",156,"\iPhymatosorus diversifolius","130",130,0.100000001490116,"F"
"ID","ID",156,"\iPhymatosorus diversifolius","135",135,0,"F"
"ID","ID",156,"\iPhymatosorus diversifolius","140",140,0,"F"
"py","py",157,"\iPyrrosia","10",10,0,"F"
"py","py",157,"\iPyrrosia","30",30,1,"F"
"py","py",157,"\iPyrrosia","40",40,0,"F"
"py","py",157,"\iPyrrosia","45",45,0,"F"
"py","py",157,"\iPyrrosia","50",50,0.100000001490116,"F"
"py","py",157,"\iPyrrosia","55",55,1,"F"
"py","py",157,"\iPyrrosia","60",60,0,"F"
"py","py",157,"\iPyrrosia","65",65,1,"F"
"py","py",157,"\iPyrrosia","70",70,0,"F"
"py","py",157,"\iPyrrosia","75",75,1,"F"
"py","py",157,"\iPyrrosia","80",80,0,"F"
"py","py",157,"\iPyrrosia","85",85,0,"F"
"py","py",157,"\iPyrrosia","90",90,1,"F"
"py","py",157,"\iPyrrosia","95",95,0,"F"
"py","py",157,"\iPyrrosia","100",100,0,"F"
"py","py",157,"\iPyrrosia","105",105,0,"F"
"py","py",157,"\iPyrrosia","110",110,0,"F"
"py","py",157,"\iPyrrosia","115",115,0,"F"
"py","py",157,"\iPyrrosia","120",120,0,"F"
"py","py",157,"\iPyrrosia","125",125,0,"F"
"py","py",157,"\iPyrrosia","130",130,0,"F"
"py","py",157,"\iPyrrosia","135",135,0,"F"
"py","py",157,"\iPyrrosia","140",140,0,"F"
"ad","ad",158,"\iAdiantum\i type","10",10,0,"F"
"ad","ad",158,"\iAdiantum\i type","30",30,0,"F"
"ad","ad",158,"\iAdiantum\i type","40",40,0,"F"
"ad","ad",158,"\iAdiantum\i type","45",45,0,"F"
"ad","ad",158,"\iAdiantum\i type","50",50,0,"F"
"ad","ad",158,"\iAdiantum\i type","55",55,0,"F"
"ad","ad",158,"\iAdiantum\i type","60",60,1,"F"
"ad","ad",158,"\iAdiantum\i type","65",65,0,"F"
"ad","ad",158,"\iAdiantum\i type","70",70,0,"F"
"ad","ad",158,"\iAdiantum\i type","75",75,0,"F"
"ad","ad",158,"\iAdiantum\i type","80",80,0,"F"
"ad","ad",158,"\iAdiantum\i type","85",85,0,"F"
"ad","ad",158,"\iAdiantum\i type","90",90,0,"F"
"ad","ad",158,"\iAdiantum\i type","95",95,0,"F"
"ad","ad",158,"\iAdiantum\i type","100",100,0,"F"
"ad","ad",158,"\iAdiantum\i type","105",105,0,"F"
"ad","ad",158,"\iAdiantum\i type","110",110,0,"F"
"ad","ad",158,"\iAdiantum\i type","115",115,0,"F"
"ad","ad",158,"\iAdiantum\i type","120",120,0,"F"
"ad","ad",158,"\iAdiantum\i type","125",125,0,"F"
"ad","ad",158,"\iAdiantum\i type","130",130,0,"F"
"ad","ad",158,"\iAdiantum\i type","135",135,0,"F"
"ad","ad",158,"\iAdiantum\i type","140",140,0,"F"
"lP","lP",159,"\iLeptopteris","10",10,0,"F"
"lP","lP",159,"\iLeptopteris","30",30,0,"F"
"lP","lP",159,"\iLeptopteris","40",40,0,"F"
"lP","lP",159,"\iLeptopteris","45",45,0,"F"
"lP","lP",159,"\iLeptopteris","50",50,0,"F"
"lP","lP",159,"\iLeptopteris","55",55,0,"F"
"lP","lP",159,"\iLeptopteris","60",60,0,"F"
"lP","lP",159,"\iLeptopteris","65",65,0,"F"
"lP","lP",159,"\iLeptopteris","70",70,0,"F"
"lP","lP",159,"\iLeptopteris","75",75,0,"F"
"lP","lP",159,"\iLeptopteris","80",80,0,"F"
"lP","lP",159,"\iLeptopteris","85",85,0,"F"
"lP","lP",159,"\iLeptopteris","90",90,0,"F"
"lP","lP",159,"\iLeptopteris","95",95,0,"F"
"lP","lP",159,"\iLeptopteris","100",100,0,"F"
"lP","lP",159,"\iLeptopteris","105",105,0.100000001490116,"F"
"lP","lP",159,"\iLeptopteris","110",110,0,"F"
"lP","lP",159,"\iLeptopteris","115",115,0,"F"
"lP","lP",159,"\iLeptopteris","120",120,0,"F"
"lP","lP",159,"\iLeptopteris","125",125,0,"F"
"lP","lP",159,"\iLeptopteris","130",130,0,"F"
"lP","lP",159,"\iLeptopteris","135",135,0,"F"
"lP","lP",159,"\iLeptopteris","140",140,0,"F"
"PE","PE",160,"\iPteridium esculentum","10",10,12,"H"
"PE","PE",160,"\iPteridium esculentum","30",30,124,"H"
"PE","PE",160,"\iPteridium esculentum","40",40,25,"H"
"PE","PE",160,"\iPteridium esculentum","45",45,26,"H"
"PE","PE",160,"\iPteridium esculentum","50",50,30,"H"
"PE","PE",160,"\iPteridium esculentum","55",55,4,"H"
"PE","PE",160,"\iPteridium esculentum","60",60,4,"H"
"PE","PE",160,"\iPteridium esculentum","65",65,0,"H"
"PE","PE",160,"\iPteridium esculentum","70",70,0,"H"
"PE","PE",160,"\iPteridium esculentum","75",75,0,"H"
"PE","PE",160,"\iPteridium esculentum","80",80,0,"H"
"PE","PE",160,"\iPteridium esculentum","85",85,0,"H"
"PE","PE",160,"\iPteridium esculentum","90",90,0,"H"
"PE","PE",160,"\iPteridium esculentum","95",95,0,"H"
"PE","PE",160,"\iPteridium esculentum","100",100,0,"H"
"PE","PE",160,"\iPteridium esculentum","105",105,0,"H"
"PE","PE",160,"\iPteridium esculentum","110",110,0,"H"
"PE","PE",160,"\iPteridium esculentum","115",115,0,"H"
"PE","PE",160,"\iPteridium esculentum","120",120,0,"H"
"PE","PE",160,"\iPteridium esculentum","125",125,0,"H"
"PE","PE",160,"\iPteridium esculentum","130",130,0,"H"
"PE","PE",160,"\iPteridium esculentum","135",135,0,"H"
"PE","PE",160,"\iPteridium esculentum","140",140,0,"H"
"al","al",161,"\iAlnus","10",10,0,"X"
"al","al",161,"\iAlnus","30",30,0,"X"
"al","al",161,"\iAlnus","40",40,0,"X"
"al","al",161,"\iAlnus","45",45,0,"X"
"al","al",161,"\iAlnus","50",50,0,"X"
"al","al",161,"\iAlnus","55",55,0,"X"
"al","al",161,"\iAlnus","60",60,0,"X"
"al","al",161,"\iAlnus","65",65,0,"X"
"al","al",161,"\iAlnus","70",70,0,"X"
"al","al",161,"\iAlnus","75",75,0,"X"
"al","al",161,"\iAlnus","80",80,0,"X"
"al","al",161,"\iAlnus","85",85,0,"X"
"al","al",161,"\iAlnus","90",90,0,"X"
"al","al",161,"\iAlnus","95",95,0,"X"
"al","al",161,"\iAlnus","100",100,0,"X"
"al","al",161,"\iAlnus","105",105,0,"X"
"al","al",161,"\iAlnus","110",110,0,"X"
"al","al",161,"\iAlnus","115",115,0,"X"
"al","al",161,"\iAlnus","120",120,0,"X"
"al","al",161,"\iAlnus","125",125,0,"X"
"al","al",161,"\iAlnus","130",130,0,"X"
"al","al",161,"\iAlnus","135",135,0,"X"
"al","al",161,"\iAlnus","140",140,0,"X"
"CX","CX",162,"\iCasuarina","10",10,0,"X"
"CX","CX",162,"\iCasuarina","30",30,0,"X"
"CX","CX",162,"\iCasuarina","40",40,0,"X"
"CX","CX",162,"\iCasuarina","45",45,1,"X"
"CX","CX",162,"\iCasuarina","50",50,0,"X"
"CX","CX",162,"\iCasuarina","55",55,0,"X"
"CX","CX",162,"\iCasuarina","60",60,0,"X"
"CX","CX",162,"\iCasuarina","65",65,0,"X"
"CX","CX",162,"\iCasuarina","70",70,0,"X"
"CX","CX",162,"\iCasuarina","75",75,0,"X"
"CX","CX",162,"\iCasuarina","80",80,0,"X"
"CX","CX",162,"\iCasuarina","85",85,0,"X"
"CX","CX",162,"\iCasuarina","90",90,0,"X"
"CX","CX",162,"\iCasuarina","95",95,0,"X"
"CX","CX",162,"\iCasuarina","100",100,0,"X"
"CX","CX",162,"\iCasuarina","105",105,0,"X"
"CX","CX",162,"\iCasuarina","110",110,0.100000001490116,"X"
"CX","CX",162,"\iCasuarina","115",115,0,"X"
"CX","CX",162,"\iCasuarina","120",120,0.100000001490116,"X"
"CX","CX",162,"\iCasuarina","125",125,0.100000001490116,"X"
"CX","CX",162,"\iCasuarina","130",130,0.100000001490116,"X"
"CX","CX",162,"\iCasuarina","135",135,1,"X"
"CX","CX",162,"\iCasuarina","140",140,0.100000001490116,"X"
"yx","yx",163,"\iCirsium\i type","10",10,0.100000001490116,"X"
"yx","yx",163,"\iCirsium\i type","30",30,0,"X"
"yx","yx",163,"\iCirsium\i type","40",40,0,"X"
"yx","yx",163,"\iCirsium\i type","45",45,0,"X"
"yx","yx",163,"\iCirsium\i type","50",50,0,"X"
"yx","yx",163,"\iCirsium\i type","55",55,0,"X"
"yx","yx",163,"\iCirsium\i type","60",60,0,"X"
"yx","yx",163,"\iCirsium\i type","65",65,0,"X"
"yx","yx",163,"\iCirsium\i type","70",70,0,"X"
"yx","yx",163,"\iCirsium\i type","75",75,0,"X"
"yx","yx",163,"\iCirsium\i type","80",80,0,"X"
"yx","yx",163,"\iCirsium\i type","85",85,0,"X"
"yx","yx",163,"\iCirsium\i type","90",90,0,"X"
"yx","yx",163,"\iCirsium\i type","95",95,0,"X"
"yx","yx",163,"\iCirsium\i type","100",100,0,"X"
"yx","yx",163,"\iCirsium\i type","105",105,0,"X"
"yx","yx",163,"\iCirsium\i type","110",110,0,"X"
"yx","yx",163,"\iCirsium\i type","115",115,0,"X"
"yx","yx",163,"\iCirsium\i type","120",120,0,"X"
"yx","yx",163,"\iCirsium\i type","125",125,0,"X"
"yx","yx",163,"\iCirsium\i type","130",130,0,"X"
"yx","yx",163,"\iCirsium\i type","135",135,0,"X"
"yx","yx",163,"\iCirsium\i type","140",140,0,"X"
"EU","EU",164,"\iEucalyptus","10",10,0,"X"
"EU","EU",164,"\iEucalyptus","30",30,0,"X"
"EU","EU",164,"\iEucalyptus","40",40,0,"X"
"EU","EU",164,"\iEucalyptus","45",45,0,"X"
"EU","EU",164,"\iEucalyptus","50",50,0,"X"
"EU","EU",164,"\iEucalyptus","55",55,1,"X"
"EU","EU",164,"\iEucalyptus","60",60,0,"X"
"EU","EU",164,"\iEucalyptus","65",65,0,"X"
"EU","EU",164,"\iEucalyptus","70",70,0,"X"
"EU","EU",164,"\iEucalyptus","75",75,0,"X"
"EU","EU",164,"\iEucalyptus","80",80,0,"X"
"EU","EU",164,"\iEucalyptus","85",85,0,"X"
"EU","EU",164,"\iEucalyptus","90",90,0,"X"
"EU","EU",164,"\iEucalyptus","95",95,0,"X"
"EU","EU",164,"\iEucalyptus","100",100,0,"X"
"EU","EU",164,"\iEucalyptus","105",105,0,"X"
"EU","EU",164,"\iEucalyptus","110",110,1,"X"
"EU","EU",164,"\iEucalyptus","115",115,0,"X"
"EU","EU",164,"\iEucalyptus","120",120,0,"X"
"EU","EU",164,"\iEucalyptus","125",125,0,"X"
"EU","EU",164,"\iEucalyptus","130",130,0,"X"
"EU","EU",164,"\iEucalyptus","135",135,1,"X"
"EU","EU",164,"\iEucalyptus","140",140,0.100000001490116,"X"
"PN","PN",165,"\iPinus","10",10,6,"X"
"PN","PN",165,"\iPinus","30",30,0.100000001490116,"X"
"PN","PN",165,"\iPinus","40",40,0,"X"
"PN","PN",165,"\iPinus","45",45,0,"X"
"PN","PN",165,"\iPinus","50",50,0,"X"
"PN","PN",165,"\iPinus","55",55,0,"X"
"PN","PN",165,"\iPinus","60",60,0,"X"
"PN","PN",165,"\iPinus","65",65,0,"X"
"PN","PN",165,"\iPinus","70",70,0,"X"
"PN","PN",165,"\iPinus","75",75,0,"X"
"PN","PN",165,"\iPinus","80",80,0,"X"
"PN","PN",165,"\iPinus","85",85,0,"X"
"PN","PN",165,"\iPinus","90",90,0,"X"
"PN","PN",165,"\iPinus","95",95,0,"X"
"PN","PN",165,"\iPinus","100",100,0,"X"
"PN","PN",165,"\iPinus","105",105,0,"X"
"PN","PN",165,"\iPinus","110",110,0,"X"
"PN","PN",165,"\iPinus","115",115,0,"X"
"PN","PN",165,"\iPinus","120",120,0,"X"
"PN","PN",165,"\iPinus","125",125,0,"X"
"PN","PN",165,"\iPinus","130",130,0,"X"
"PN","PN",165,"\iPinus","135",135,0,"X"
"PN","PN",165,"\iPinus","140",140,0,"X"
"PL","PL",166,"\iPlantago lanceolata","10",10,1,"X"
"PL","PL",166,"\iPlantago lanceolata","30",30,0,"X"
"PL","PL",166,"\iPlantago lanceolata","40",40,0,"X"
"PL","PL",166,"\iPlantago lanceolata","45",45,0,"X"
"PL","PL",166,"\iPlantago lanceolata","50",50,0,"X"
"PL","PL",166,"\iPlantago lanceolata","55",55,0,"X"
"PL","PL",166,"\iPlantago lanceolata","60",60,0,"X"
"PL","PL",166,"\iPlantago lanceolata","65",65,0,"X"
"PL","PL",166,"\iPlantago lanceolata","70",70,0,"X"
"PL","PL",166,"\iPlantago lanceolata","75",75,0,"X"
"PL","PL",166,"\iPlantago lanceolata","80",80,0,"X"
"PL","PL",166,"\iPlantago lanceolata","85",85,0,"X"
"PL","PL",166,"\iPlantago lanceolata","90",90,0,"X"
"PL","PL",166,"\iPlantago lanceolata","95",95,0,"X"
"PL","PL",166,"\iPlantago lanceolata","100",100,0,"X"
"PL","PL",166,"\iPlantago lanceolata","105",105,0,"X"
"PL","PL",166,"\iPlantago lanceolata","110",110,0,"X"
"PL","PL",166,"\iPlantago lanceolata","115",115,0,"X"
"PL","PL",166,"\iPlantago lanceolata","120",120,0,"X"
"PL","PL",166,"\iPlantago lanceolata","125",125,0,"X"
"PL","PL",166,"\iPlantago lanceolata","130",130,0,"X"
"PL","PL",166,"\iPlantago lanceolata","135",135,0,"X"
"PL","PL",166,"\iPlantago lanceolata","140",140,0,"X"
"RA","RA",167,"\iRumex acetocella","10",10,0,"X"
"RA","RA",167,"\iRumex acetocella","30",30,0,"X"
"RA","RA",167,"\iRumex acetocella","40",40,0,"X"
"RA","RA",167,"\iRumex acetocella","45",45,0,"X"
"RA","RA",167,"\iRumex acetocella","50",50,0,"X"
"RA","RA",167,"\iRumex acetocella","55",55,0,"X"
"RA","RA",167,"\iRumex acetocella","60",60,0,"X"
"RA","RA",167,"\iRumex acetocella","65",65,0,"X"
"RA","RA",167,"\iRumex acetocella","70",70,0,"X"
"RA","RA",167,"\iRumex acetocella","75",75,0,"X"
"RA","RA",167,"\iRumex acetocella","80",80,0,"X"
"RA","RA",167,"\iRumex acetocella","85",85,0,"X"
"RA","RA",167,"\iRumex acetocella","90",90,0,"X"
"RA","RA",167,"\iRumex acetocella","95",95,0,"X"
"RA","RA",167,"\iRumex acetocella","100",100,0,"X"
"RA","RA",167,"\iRumex acetocella","105",105,0,"X"
"RA","RA",167,"\iRumex acetocella","110",110,0,"X"
"RA","RA",167,"\iRumex acetocella","115",115,0,"X"
"RA","RA",167,"\iRumex acetocella","120",120,0,"X"
"RA","RA",167,"\iRumex acetocella","125",125,0,"X"
"RA","RA",167,"\iRumex acetocella","130",130,0,"X"
"RA","RA",167,"\iRumex acetocella","135",135,0,"X"
"RA","RA",167,"\iRumex acetocella","140",140,0,"X"
"sx","sx",168,"\iSalix","10",10,0,"X"
"sx","sx",168,"\iSalix","30",30,0,"X"
"sx","sx",168,"\iSalix","40",40,0,"X"
"sx","sx",168,"\iSalix","45",45,0,"X"
"sx","sx",168,"\iSalix","50",50,0,"X"
"sx","sx",168,"\iSalix","55",55,0,"X"
"sx","sx",168,"\iSalix","60",60,0,"X"
"sx","sx",168,"\iSalix","65",65,0,"X"
"sx","sx",168,"\iSalix","70",70,0,"X"
"sx","sx",168,"\iSalix","75",75,0,"X"
"sx","sx",168,"\iSalix","80",80,0,"X"
"sx","sx",168,"\iSalix","85",85,0,"X"
"sx","sx",168,"\iSalix","90",90,0,"X"
"sx","sx",168,"\iSalix","95",95,0,"X"
"sx","sx",168,"\iSalix","100",100,0,"X"
"sx","sx",168,"\iSalix","105",105,0,"X"
"sx","sx",168,"\iSalix","110",110,0,"X"
"sx","sx",168,"\iSalix","115",115,0,"X"
"sx","sx",168,"\iSalix","120",120,0,"X"
"sx","sx",168,"\iSalix","125",125,0,"X"
"sx","sx",168,"\iSalix","130",130,0,"X"
"sx","sx",168,"\iSalix","135",135,0,"X"
"sx","sx",168,"\iSalix","140",140,0,"X"
"tf","tf",169,"\iTrifolium","10",10,0,"X"
"tf","tf",169,"\iTrifolium","30",30,0,"X"
"tf","tf",169,"\iTrifolium","40",40,0,"X"
"tf","tf",169,"\iTrifolium","45",45,0,"X"
"tf","tf",169,"\iTrifolium","50",50,0,"X"
"tf","tf",169,"\iTrifolium","55",55,0,"X"
"tf","tf",169,"\iTrifolium","60",60,0,"X"
"tf","tf",169,"\iTrifolium","65",65,0,"X"
"tf","tf",169,"\iTrifolium","70",70,0,"X"
"tf","tf",169,"\iTrifolium","75",75,0,"X"
"tf","tf",169,"\iTrifolium","80",80,0,"X"
"tf","tf",169,"\iTrifolium","85",85,0,"X"
"tf","tf",169,"\iTrifolium","90",90,0,"X"
"tf","tf",169,"\iTrifolium","95",95,0,"X"
"tf","tf",169,"\iTrifolium","100",100,0,"X"
"tf","tf",169,"\iTrifolium","105",105,0,"X"
"tf","tf",169,"\iTrifolium","110",110,0,"X"
"tf","tf",169,"\iTrifolium","115",115,0,"X"
"tf","tf",169,"\iTrifolium","120",120,0,"X"
"tf","tf",169,"\iTrifolium","125",125,0,"X"
"tf","tf",169,"\iTrifolium","130",130,0,"X"
"tf","tf",169,"\iTrifolium","135",135,0,"X"
"tf","tf",169,"\iTrifolium","140",140,0,"X"
"ul","ul",170,"\iUlex\i type","10",10,0,"X"
"ul","ul",170,"\iUlex\i type","30",30,0,"X"
"ul","ul",170,"\iUlex\i type","40",40,0,"X"
"ul","ul",170,"\iUlex\i type","45",45,0,"X"
"ul","ul",170,"\iUlex\i type","50",50,0,"X"
"ul","ul",170,"\iUlex\i type","55",55,0,"X"
"ul","ul",170,"\iUlex\i type","60",60,0,"X"
"ul","ul",170,"\iUlex\i type","65",65,0,"X"
"ul","ul",170,"\iUlex\i type","70",70,0,"X"
"ul","ul",170,"\iUlex\i type","75",75,0,"X"
"ul","ul",170,"\iUlex\i type","80",80,0,"X"
"ul","ul",170,"\iUlex\i type","85",85,0,"X"
"ul","ul",170,"\iUlex\i type","90",90,0,"X"
"ul","ul",170,"\iUlex\i type","95",95,0,"X"
"ul","ul",170,"\iUlex\i type","100",100,0,"X"
"ul","ul",170,"\iUlex\i type","105",105,0,"X"
"ul","ul",170,"\iUlex\i type","110",110,0,"X"
"ul","ul",170,"\iUlex\i type","115",115,0,"X"
"ul","ul",170,"\iUlex\i type","120",120,0,"X"
"ul","ul",170,"\iUlex\i type","125",125,0,"X"
"ul","ul",170,"\iUlex\i type","130",130,0,"X"
"ul","ul",170,"\iUlex\i type","135",135,0,"X"
"ul","ul",170,"\iUlex\i type","140",140,0,"X"
"BO","BO",171,"\iBotryococcus","10",10,0,"Q"
"BO","BO",171,"\iBotryococcus","30",30,0,"Q"
"BO","BO",171,"\iBotryococcus","40",40,0,"Q"
"BO","BO",171,"\iBotryococcus","45",45,0,"Q"
"BO","BO",171,"\iBotryococcus","50",50,0,"Q"
"BO","BO",171,"\iBotryococcus","55",55,0,"Q"
"BO","BO",171,"\iBotryococcus","60",60,0,"Q"
"BO","BO",171,"\iBotryococcus","65",65,0,"Q"
"BO","BO",171,"\iBotryococcus","70",70,0,"Q"
"BO","BO",171,"\iBotryococcus","75",75,0,"Q"
"BO","BO",171,"\iBotryococcus","80",80,0,"Q"
"BO","BO",171,"\iBotryococcus","85",85,0,"Q"
"BO","BO",171,"\iBotryococcus","90",90,0,"Q"
"BO","BO",171,"\iBotryococcus","95",95,0,"Q"
"BO","BO",171,"\iBotryococcus","100",100,0,"Q"
"BO","BO",171,"\iBotryococcus","105",105,0,"Q"
"BO","BO",171,"\iBotryococcus","110",110,0.100000001490116,"Q"
"BO","BO",171,"\iBotryococcus","115",115,0,"Q"
"BO","BO",171,"\iBotryococcus","120",120,0.100000001490116,"Q"
"BO","BO",171,"\iBotryococcus","125",125,1,"Q"
"BO","BO",171,"\iBotryococcus","130",130,0,"Q"
"BO","BO",171,"\iBotryococcus","135",135,1,"Q"
"BO","BO",171,"\iBotryococcus","140",140,115,"Q"
"TH","TH",172,"\iMicrotherium","10",10,2,"Q"
"TH","TH",172,"\iMicrotherium","30",30,1,"Q"
"TH","TH",172,"\iMicrotherium","40",40,5,"Q"
"TH","TH",172,"\iMicrotherium","45",45,17,"Q"
"TH","TH",172,"\iMicrotherium","50",50,1,"Q"
"TH","TH",172,"\iMicrotherium","55",55,0,"Q"
"TH","TH",172,"\iMicrotherium","60",60,0,"Q"
"TH","TH",172,"\iMicrotherium","65",65,0,"Q"
"TH","TH",172,"\iMicrotherium","70",70,0,"Q"
"TH","TH",172,"\iMicrotherium","75",75,0,"Q"
"TH","TH",172,"\iMicrotherium","80",80,0,"Q"
"TH","TH",172,"\iMicrotherium","85",85,0,"Q"
"TH","TH",172,"\iMicrotherium","90",90,0,"Q"
"TH","TH",172,"\iMicrotherium","95",95,0,"Q"
"TH","TH",172,"\iMicrotherium","100",100,0,"Q"
"TH","TH",172,"\iMicrotherium","105",105,0,"Q"
"TH","TH",172,"\iMicrotherium","110",110,0,"Q"
"TH","TH",172,"\iMicrotherium","115",115,0,"Q"
"TH","TH",172,"\iMicrotherium","120",120,0,"Q"
"TH","TH",172,"\iMicrotherium","125",125,0,"Q"
"TH","TH",172,"\iMicrotherium","130",130,0,"Q"
"TH","TH",172,"\iMicrotherium","135",135,0,"Q"
"TH","TH",172,"\iMicrotherium","140",140,0,"Q"
"Pd","Pd",173,"\iPediastrum","10",10,0,"Q"
"Pd","Pd",173,"\iPediastrum","30",30,0,"Q"
"Pd","Pd",173,"\iPediastrum","40",40,0,"Q"
"Pd","Pd",173,"\iPediastrum","45",45,0,"Q"
"Pd","Pd",173,"\iPediastrum","50",50,0,"Q"
"Pd","Pd",173,"\iPediastrum","55",55,0,"Q"
"Pd","Pd",173,"\iPediastrum","60",60,0,"Q"
"Pd","Pd",173,"\iPediastrum","65",65,0,"Q"
"Pd","Pd",173,"\iPediastrum","70",70,0,"Q"
"Pd","Pd",173,"\iPediastrum","75",75,0,"Q"
"Pd","Pd",173,"\iPediastrum","80",80,0,"Q"
"Pd","Pd",173,"\iPediastrum","85",85,0,"Q"
"Pd","Pd",173,"\iPediastrum","90",90,0,"Q"
"Pd","Pd",173,"\iPediastrum","95",95,0,"Q"
"Pd","Pd",173,"\iPediastrum","100",100,0,"Q"
"Pd","Pd",173,"\iPediastrum","105",105,0,"Q"
"Pd","Pd",173,"\iPediastrum","110",110,0.100000001490116,"Q"
"Pd","Pd",173,"\iPediastrum","115",115,0,"Q"
"Pd","Pd",173,"\iPediastrum","120",120,0,"Q"
"Pd","Pd",173,"\iPediastrum","125",125,0,"Q"
"Pd","Pd",173,"\iPediastrum","130",130,0,"Q"
"Pd","Pd",173,"\iPediastrum","135",135,0,"Q"
"Pd","Pd",173,"\iPediastrum","140",140,2,"Q"
"an","an",174,"\iAnthoceros","10",10,0,"Q"
"an","an",174,"\iAnthoceros","30",30,0,"Q"
"an","an",174,"\iAnthoceros","40",40,0,"Q"
"an","an",174,"\iAnthoceros","45",45,0,"Q"
"an","an",174,"\iAnthoceros","50",50,0,"Q"
"an","an",174,"\iAnthoceros","55",55,0,"Q"
"an","an",174,"\iAnthoceros","60",60,0,"Q"
"an","an",174,"\iAnthoceros","65",65,0,"Q"
"an","an",174,"\iAnthoceros","70",70,0,"Q"
"an","an",174,"\iAnthoceros","75",75,0,"Q"
"an","an",174,"\iAnthoceros","80",80,0,"Q"
"an","an",174,"\iAnthoceros","85",85,0,"Q"
